stop_desc,stop_url,stop_name,stop_lat,stop_code,stop_id,location_type,preferred,stop_timezone,stop_lon,parent_station,zone_id,wheelchair_boarding
,,Brock Street Northbound @ Maple,43.886266,175,175,0,2,,-78.94474599999998,,,1
,,Whites Southbound @ Sunbird Trail,43.84406700000001,1751,1751,0,2,,-79.126966,,,1
,,Whites Southbound @ Finch,43.83854,1753,1753,0,2,,-79.124218,,,1
,,Whites Southbound @ Highview,43.83396548000001,1755,1755,0,2,,-79.122213,,,1
,,Whites Southbound @ Strouds (north stop),43.829869,1756,1756,0,2,,-79.120489,,,1
,,Whites Southbound @ Bayfield,43.826304,1757,1757,0,2,,-79.118976,,,1
,,Whites Southbound @ Sheppard,43.821446,1759,1759,0,2,,-79.116696,,,1
,,Northbound @ 807 Brock Street,43.89055,176,176,0,2,,-78.94666,,,1
,,Bayly Eastbound @ Sandy Beach,43.83072700000001,1760,1760,0,2,,-79.077511,,,1
,,Bayly Eastbound @ Alliance,43.83155,1761,1761,0,2,,-79.07395099999998,,,1
,,Bayly Eastbound @ Salk,43.832321,1762,1762,0,2,,-79.070556,,,1
,,Bayly Eastbound @ Brock Road,43.83279628,1763,1763,0,1,,-79.06841759,,,1
,,Bayly Eastbound @ Toy,43.833567,1764,1764,0,2,,-79.064971,,,1
,,Bayly Westbound @ Toy,43.8336033,1765,1765,0,2,,-79.0656863,,,1
,,Bayly Westbound @ Brock Road,43.832884,1766,1766,0,1,,-79.068809,,,1
,,Bayly Westbound @ Salk,43.8324969,1767,1767,0,2,,-79.0705011,,,1
,,Bayly Westbound @ Alliance,43.83159,1768,1768,0,2,,-79.074425,,,1
,,Bayly Westbound @ Sandy Beach,43.830956,1769,1769,0,2,,-79.077296,,,1
,,Brock Street Northbound @ Manning,43.89226,177,177,0,1,,-78.94736,,,1
,,Bayly Westbound @ Krosno,43.830141,1770,1770,0,2,,-79.08112199999998,,,1
,,Bayly  @ Pickering Station,43.82978700000001,1771,1771,0,2,,-79.08286699999998,,,1
,,Bayly Westbound @ St Martins,43.82763700000001,1772,1772,0,2,,-79.092178,,,1
,,Kingston Eastbound @ Rougemount,43.80911600000001,1776,1776,0,2,,-79.129988,,,1
,,Kingston Eastbound @ Rosebank,43.812717,1777,1777,0,2,,-79.123765,,,1
,,Kingston Eastbound @ Steeple Hill,43.816824,1778,1778,0,1,,-79.11821999999998,,,1
,,Kingston Eastbound @ Whites,43.819366,1779,1779,0,2,,-79.114699,,,1
,,Eastbound @ 817 Kingston,43.82242200000001,1780,1780,0,2,,-79.110401,,,1
,,Kingston Eastbound @ Fairport,43.823526,1781,1781,0,1,,-79.1066,,,1
,,Kingston Eastbound @ Dixie,43.828459,1782,1782,0,1,,-79.098733,,,1
,,Kingston Eastbound @ Walnut,43.830837,1783,1783,0,2,,-79.096536,,,1
,,Kingston Eastbound @ Glenanna,43.838707,1786,1786,0,1,,-79.08637299999998,,,1
,,Kingston Eastbound @ Valley Farm,43.842456,1787,1787,0,2,,-79.081877,,,1
,,Kingston Eastbound @ Brock Road,43.84806,1789,1789,0,1,,-79.0734468,,,1
,,Brock Street Northbound @ Wallace,43.8946592,179,179,0,2,,-78.9483474,,,1
,,Kingston Eastbound @ Bainbridge,43.8504078,1790,1790,0,2,,-79.0700786,,,1
,,Finch Westbound @ Valley Farm,43.847733,1792,1792,0,2,,-79.085486,,,1
,,Garden Northbound @ Taunton (South side stop),43.91657707,18,18,0,2,,-78.947352,,,1
,,Brock Street Northbound @ Rossland,43.896874,180,180,0,2,,-78.949308,,,1
,,Brock Street Northbound @ Kenneth Hobbs,43.90096372795096,181,181,0,2,,-78.95127364537692,,,1
,,Brock Street Northbound @ Dryden,43.90360615973618,182,182,0,1,,-78.95243295178959,,,1
,,Northbound @ 3603 Brock Street,43.90666800000001,183,183,0,2,,-78.953906,,,1
,,Southbound @ 725 Krosno,43.82171000000001,1832,1832,0,2,,-79.08241599999998,,,1
,,Brock Street Northbound @ Woodlands,43.90919615779485,184,184,0,1,,-78.95486433761245,,,1
,,Liverpool Southbound @ Haller,43.8230252,1842,1842,0,2,,-79.0848981,,,1
,,Brock Road Northbound @ Usman,43.852804,1846,1846,0,2,,-79.076493,,,1
,,Brock Road Northbound @ Major Oaks,43.854784,1847,1847,0,1,,-79.077417,,,1
,,Dellbrook Westbound @ Melman,43.858563,1849,1849,0,2,,-79.08041799999998,,,1
,,Brock Street Northbound @ Joy Thompson,43.91277413097844,185,185,0,2,,-78.95640256128728,,,1
,,Dellbrook Westbound @ Blue Ridge (East stop),43.8607027,1852,1852,0,2,,-79.0856358,,,1
,,Dellbrook Westbound @ Major Oaks,43.860264,1854,1854,0,2,,-79.089584,,,1
,,Major Oaks Southbound @ Pepperwood,43.85834100000001,1855,1855,0,2,,-79.088725,,,1
,,Brock Street Northbound @ Taunton,43.91494265,186,186,0,2,,-78.957317,,,1
,,Southbound @ 2058 Brock Road (Brock Ridge Community Park),43.85219,1861,1861,0,2,,-79.07651799999998,,,1
,,Finch Westbound @ Rosefield,43.846859,1866,1866,0,2,,-79.089437,,,1
,,Baldwin Northbound @ Broadleaf,43.91826600000001,187,187,0,2,,-78.958405,,,1
,,Finch Westbound @ Duncannon,43.84232084910814,1872,1872,0,2,,-79.10971135653655,,,1
,,Finch Westbound @ Fairport,43.84132877809322,1873,1873,0,2,,-79.11427994082172,,,1
,,Baldwin Northbound @ Robert Attersley,43.922073,188,188,0,2,,-78.960088,,,1
,,Finch Eastbound @ Fairport,43.841082,1887,1887,0,1,,-79.114864,,,1
,,Finch Eastbound @ Huntsmill,43.84172743428303,1888,1888,0,2,,-79.11170584585518,,,1
,,Baldwin Northbound @ Sleepy Hollow,43.92549000000001,189,189,0,2,,-78.961574,,,1
,,Finch Eastbound @ Dixie,43.843166,1890,1890,0,2,,-79.105023,,,1
,,Finch Eastbound @ Rosefield,43.84660860000001,1894,1894,0,2,,-79.0900957,,,1
,,Baldwin Northbound @ Robmar,43.935355,190,190,0,2,,-78.961073,,,1
,,Baldwin Southbound @ Robmar,43.935439,191,191,0,2,,-78.96117,,,1
,,Glenanna Southbound @ The Esplanade (South side stop),43.83744,1915,1915,0,2,,-79.084563,,,1
,,Baldwin Southbound @ Sonley,43.925998,192,192,0,2,,-78.962027,,,1
,,Glenanna Westbound @ Glendale,43.838509,1920,1920,0,2,,-79.093254,,,1
,,Glenanna Westbound @ Bronte,43.83803000000001,1921,1921,0,2,,-79.095309,,,1
,,Glenanna Westbound @ Listowell,43.83683700000001,1922,1922,0,2,,-79.09910499999998,,,1
,,Glenanna Westbound @ Dixie,43.8364337,1923,1923,0,2,,-79.1013673,,,1
,,Baldwin Southbound @ Robert Attersley (North side stop),43.922437,193,193,0,2,,-78.96051,,,1
,,Glenanna Eastbound @ Listowell,43.836731,1933,1933,0,2,,-79.099024,,,1
,,Glenanna Eastbound @ Bowler,43.83762,1934,1934,0,2,,-79.096622,,,1
,,Glenanna Eastbound @ Glendale,43.838287,1935,1935,0,2,,-79.09366799999998,,,1
,,Glenanna Southbound @ Kingston,43.8390289,1936,1936,0,1,,-79.0881538,,,1
,,Pickering Parkway Westbound @ Beechlawn,43.843901,1947,1947,0,2,,-79.065168,,,1
,,Westbound @ 1738 Pickering Parkway,43.8436022,1949,1949,0,2,,-79.0698917,,,1
,,Baldwin Southbound @ Broadleaf,43.918627,195,195,0,2,,-78.958862,,,1
,,Baldwin Southbound @ Taunton,43.9161151,196,196,0,2,,-78.95792659999998,,,1
,,Pickering Parkway Eastbound @ Valley Farm,43.836906,1960,1960,0,2,,-79.078013,,,1
,,Pickering Parkway Northbound @ Portland,43.839791,1961,1961,0,2,,-79.072916,,,1
,,Pickering Parkway Eastbound @ Dreyber,43.8413,1962,1962,0,2,,-79.073371,,,1
,,Pickering Parkway Eastbound @ Denmar,43.84296100000001,1963,1963,0,2,,-79.073721,,,1
,,Eastbound @ 1733 Pickering Parkway,43.843629,1964,1964,0,2,,-79.070464,,,1
,,Eastbound @ 1755 Pickering Parkway,43.8431731,1965,1965,0,2,,-79.0678524,,,1
,,Pickering Parkway Eastbound @ Beechlawn,43.84381900000001,1966,1966,0,2,,-79.065034,,,1
,,Southbound @ 3800 Brock Street,43.913297,197,197,0,2,,-78.957001,,,1
,,Brock Street Southbound @ Whitburn,43.90858510693625,198,198,0,1,,-78.95500607203,,,1
,,Liverpool Southbound @ Patmore,43.824687,1986,1986,0,2,,-79.085622,,,1
,,Southbound @ 3626 Brock Street,43.907209,199,199,0,2,,-78.954297,,,1
,,Brock Street Southbound @ James Rowe,43.90270016653976,200,200,0,1,,-78.9524205159256,,,1
,,Liverpool Northbound @ Haller,43.823093,2002,2002,0,2,,-79.084806,,,1
,,Liverpool Northbound @ Patmore,43.824917,2003,2003,0,2,,-79.085611,,,1
,,Bayly Eastbound @ Squires Beach,43.83507642,2004,2004,0,2,,-79.05785441,,,1
,,Brock Street Southbound @ McCartney,43.89984561573447,201,201,0,2,,-78.95121049249947,,,1
,,Finley Southbound @ Burden,43.821244,2015,2015,0,2,,-79.022832,,,1
,,Lake Driveway Westbound @ Finley,43.8190999,2016,2016,0,2,,-79.01975093,,,1
,,Brock Street Southbound @ Rossland,43.897776,202,202,0,2,,-78.950113,,,1
,,Lake Driveway Northbound @ Hawkins,43.823774,2022,2022,0,2,,-79.034075,,,1
,,Lake Driveway Northbound @ Kipling,43.826225,2023,2023,0,2,,-79.032934,,,1
,,Dreyer Eastbound @ Harwood,43.83100300000001,2026,2026,0,2,,-79.012911,,,1
,,Clover Ridge Southbound @ Bryant,43.830365,2029,2029,0,2,,-79.003947,,,1
,,Brock Street Southbound @ Palmerston,43.89499,203,203,0,2,,-78.94865,,,1
,,Clover Ridge Southbound @ Gregory,43.829063,2030,2030,0,2,,-79.00503,,,1
,,Clover Ridge Westbound @ Crawford,43.827273,2031,2031,0,2,,-79.0073526,,,1
,,Ashbury Eastbound @ Wiseman,43.832912,2039,2039,0,2,,-78.990826,,,1
,,Brock Street Southbound @ Starr (North side stop),43.89251,204,204,0,1,,-78.94755,,,1
,,Ashbury Eastbound @ Audley,43.832005,2041,2041,0,2,,-78.985365,,,1
,,Audley Northbound @ Handley,43.8348382,2046,2046,0,2,,-78.9859383,,,1
,,Audley Northbound @ Keywood,43.848091,2050,2050,0,2,,-78.987718,,,1
,,Monarch Southbound @ Bayly,43.8419315,2052,2052,0,2,,-79.02482652,,,1
,,Monarch Southbound @ Centennial,43.839545,2053,2053,0,2,,-79.023794,,,1
,,Southbound @ 556 Monarch,43.83624600000001,2054,2054,0,2,,-79.022383,,,1
,,Monarch Southbound @ Clements,43.834733,2055,2055,0,2,,-79.021721,,,1
,,Clover Ridge Westbound @ Harwood,43.82619600000001,2058,2058,0,1,,-79.01322,,,1
,,Southbound @ 814 Brock Street,43.8904162,206,206,0,2,,-78.9467193,,,1
,,Harwood Northbound @ Gorton,43.82833209000001,2065,2065,0,2,,-79.013822,,,1
,,Northbound @ 819 Harwood,43.83001,2066,2066,0,2,,-79.014268,,,1
,,Northbound @ 655 Harwood,43.836126,2068,2068,0,1,,-79.014843,,,1
,,Harwood Northbound @ Emperor (Lakeridge Health Ajax Pickering),43.837528,2069,2069,0,2,,-79.01542,,,1
,,Brock Street Southbound @ Maple,43.886977,207,207,0,2,,-78.945274,,,1
,,Harwood Northbound @ Falby,43.839992,2070,2070,0,2,,-79.017956,,,1
,,Harwood Northbound @ Bayly,43.843789,2072,2072,0,1,,-79.018082,,,1
,,Harwood Northbound @ Kings Crescent (South stop),43.846645,2073,2073,0,1,,-79.019272,,,1
,,Harwood Northbound @ Kings Crescent (North stop),43.84973200000001,2074,2074,0,2,,-79.02055799999998,,,1
,,Harwood Southbound @ Kings Crescent,43.849235,2076,2076,0,2,,-79.020696,,,1
,,Harwood Southbound @ Bayly,43.844243,2078,2078,0,1,,-79.018636,,,1
,,Harwood Southbound @ Falby,43.839809,2079,2079,0,2,,-79.018227,,,1
,,Brock Street Southbound @ Chestnut,43.884855,208,208,0,2,,-78.944315,,,1
,,Southbound @ 580 Harwood Avenue South (Lakeridge Health Ajax Pickering),43.83667100000001,2080,2080,0,2,,-79.015332,,,1
,,Harwood Southbound @ Clements,43.83498800000001,2081,2081,0,2,,-79.015122,,,1
,,Southbound @ 766 Harwood,43.83234800000001,2082,2082,0,2,,-79.01500299999998,,,1
,,Harwood Southbound @ Westney,43.831109,2083,2083,0,1,,-79.014812,,,1
,,Range Line Westbound @ Mayor,43.83037,2088,2088,0,2,,-78.99327,,,1
,,Brock Street Southbound @ Walnut,43.883763,209,209,0,2,,-78.943838,,,1
,,Pickering Beach Northbound @ Rollo (South stop),43.8317563,2092,2092,0,1,,-79.0021836,,,1
,,Northbound @ 727 Pickering Beach,43.83484,2093,2093,0,2,,-79.00351499999998,,,1
,,Pickering Beach Northbound @ Rollo (North stop),43.8365894,2094,2094,0,2,,-79.0042527,,,1
,,Pickering Beach Northbound @ Howling Crescent,43.841101,2095,2095,0,1,,-79.006067,,,1
,,Pickering Beach Northbound @ Greenhalf,43.84355324,2096,2096,0,2,,-79.006018,,,1
,,Pickering Beach Northbound @ Powers Valley,43.84503584,2097,2097,0,2,,-79.00557499999998,,,1
,,Brock Street Southbound @ Mary,43.882233,210,210,0,2,,-78.94316,,,1
,,Brock Street Southbound @ Dundas,43.87995200000001,211,211,0,1,,-78.942282,,,1
,,Brock Street Southbound @ Gilbert,43.876878,212,212,0,2,,-78.941093,,,1
,,Brock Street Southbound @ Ontario,43.87582900000001,213,213,0,2,,-78.940579,,,1
,,Harwood Northbound @ Biggs,43.881794,2136,2136,0,2,,-79.02769499999998,,,1
,,Harwood Northbound @ Woodcock,43.88408900000001,2137,2137,0,2,,-79.028774,,,1
,,Harwood Westbound @ Woodcock,43.885292,2138,2138,0,2,,-79.032422,,,1
,,Harwood Northbound @ Williamson,43.8880633,2139,2139,0,2,,-79.0372909,,,1
,,Brock Street Southbound @ Trent,43.873776,214,214,0,2,,-78.939683,,,1
,,Harwood Southbound @ Woodcock,43.88507983,2141,2141,0,2,,-79.03234399999998,,,1
,,Southbound @ 1370 Harwood,43.884808,2142,2142,0,2,,-79.030202,,,1
,,Harwood Southbound @ Biggs,43.88232766,2143,2143,0,2,,-79.028197,,,1
,,Harwood Southbound @ Rossland,43.8802553,2144,2144,0,2,,-79.0273906,,,1
,,Harwood Southbound @ Fishlock,43.877704,2145,2145,0,2,,-79.026265,,,1
,,Harwood Southbound @ Hibbard,43.874193,2146,2146,0,2,,-79.024716,,,1
,,Harwood Southbound @ Kerrison,43.87033000000001,2147,2147,0,2,,-79.024269,,,1
,,Harwood Southbound @ Ringer,43.867723,2148,2148,0,2,,-79.02528,,,1
,,Harwood Southbound @ Chapman,43.86438600000001,2149,2149,0,2,,-79.026404,,,1
,,Southbound @ 786 Brock Street,43.872757,215,215,0,2,,-78.93923599999998,,,1
,,Harwood Southbound @ Kingston,43.861847,2151,2151,0,2,,-79.02633899999998,,,1
,,Harwood Southbound @ Gardiner,43.858871,2152,2152,0,2,,-79.02495999999998,,,1
,,Harwood Southbound @ Ontario,43.857094,2153,2153,0,2,,-79.024118,,,1
,,Harwood Southbound @ Brock Street,43.855292,2154,2154,0,2,,-79.023336,,,1
,,Harwood Northbound @ Oak,43.854752,2155,2155,0,2,,-79.02292199999998,,,1
,,Harwood Northbound @ Doric,43.856625,2156,2156,0,2,,-79.023745,,,1
,,Harwood Northbound @ Mandrake,43.858455,2157,2157,0,2,,-79.024518,,,1
,,Harwood Northbound @ Kingston,43.861921,2158,2158,0,2,,-79.02605,,,1
,,Harwood Northbound @ Chapman,43.863997,2159,2159,0,2,,-79.026117,,,1
,,Brock Street Southbound @ Burns,43.871232,216,216,0,1,,-78.938597,,,1
,,Harwood Northbound @ Ringer,43.867257,2160,2160,0,2,,-79.025183,,,1
,,Harwood Northbound @ Kerrison,43.869841,2161,2161,0,2,,-79.024135,,,1
,,Harwood Northbound @ Hibbard,43.873823,2162,2162,0,2,,-79.02424999999998,,,1
,,Harwood Northbound @ Fishlock,43.877314,2163,2163,0,2,,-79.025754,,,1
,,Harwood Northbound @ Rossland,43.87954400000001,2164,2164,0,2,,-79.02673,,,1
,,Rossland Eastbound @ Pearce,43.87530000000001,2168,2168,0,2,,-79.04696,,,1
,,Rossland Eastbound @ Westney,43.876463,2169,2169,0,1,,-79.04190199999998,,,1
,,Brock Street Southbound @ Arthur,43.8691799,217,217,0,2,,-78.9376805,,,1
,,Rossland Eastbound @ Salem,43.881463,2171,2171,0,1,,-79.019467,,,1
,,Rossland Eastbound @ Rushworth,43.883402,2172,2172,0,1,,-79.011115,,,1
,,Rossland Eastbound @ Hilton,43.884305,2173,2173,0,2,,-79.007262,,,1
,,Rossland Eastbound @ Audley,43.885035,2174,2174,0,2,,-79.004013,,,1
,,Rossland Eastbound @ Lake Ridge,43.887478,2175,2175,0,2,,-78.993144,,,1
,,Rossland Westbound @ Lake Ridge,43.887606,2176,2176,0,2,,-78.993369,,,1
,,Rossland Westbound @ Audley,43.885183,2177,2177,0,2,,-79.003906,,,1
,,Rossland Westbound @ Hilton,43.884465,2178,2178,0,2,,-79.007121,,,1
,,Rossland Westbound @ Rushworth,43.883554,2179,2179,0,1,,-79.01085999999998,,,1
,,Ravenscroft Northbound @ Brennan,43.864849,2182,2182,0,2,,-79.049211,,,1
,,Ravenscroft Northbound @ Matthews,43.866904,2183,2183,0,2,,-79.050094,,,1
,,Ravenscroft Northbound @ Delaney,43.869752,2184,2184,0,2,,-79.051332,,,1
,,Ravenscroft Northbound @ Hyde,43.872168,2185,2185,0,2,,-79.052373,,,1
,,Church Southbound @ Strickland,43.868838,2204,2204,0,2,,-79.061829,,,1
,,Southbound @ 570 Church,43.86716,2205,2205,0,2,,-79.061098,,,1
,,Church Southbound @ Delaney,43.86411300000001,2206,2206,0,2,,-79.059791,,,1
,,Southbound @ 370 Church,43.86250900000001,2207,2207,0,2,,-79.05909,,,1
,,Church Southbound @ Meekings,43.85935,2208,2208,0,2,,-79.057714,,,1
,,Church Southbound @ Kingston,43.854942,2209,2209,0,2,,-79.05582,,,1
,,Kingston Eastbound @ Wicks,43.8648288,2218,2218,0,2,,-79.00946,,,1
,,Kingston Eastbound @ Alexanders Crossing,43.866897,2220,2220,0,2,,-79.00020499999998,,,1
,,Kingston Eastbound @ Audley,43.867763,2221,2221,0,2,,-78.996374,,,1
,,Kingston Eastbound @ Elizabeth,43.85324,2233,2233,0,2,,-79.060413,,,1
,,Eastbound @ 625 Kingston,43.85417000000001,2234,2234,0,1,,-79.056628,,,1
,,Kingston Eastbound @ Mill,43.85603900000001,2235,2235,0,2,,-79.048411,,,1
,,Kingston Eastbound @ Westney,43.8576991,2236,2236,0,1,,-79.0409645,,,1
,,Kingston Eastbound @ Ritchie,43.858841,2238,2238,0,2,,-79.035728,,,1
,,Eastbound @ 113 Kingston,43.860433,2240,2240,0,2,,-79.028621,,,1
,,Kingston Eastbound @ Harwood,43.861263,2241,2241,0,1,,-79.025056,,,1
,,Eastbound @ 69 Kingston,43.862037,2242,2242,0,2,,-79.021604,,,1
,,Rossland Westbound @ Salem,43.881479,2244,2244,0,2,,-79.020109,,,1
,,Westney Southbound @ Atherton,43.88795600000001,2246,2246,0,2,,-79.04816599999998,,,1
,,Westney Southbound @ Williamson,43.88526,2247,2247,0,2,,-79.047031,,,1
,,Southbound @ 1328 Westney,43.881817,2248,2248,0,2,,-79.045538,,,1
,,Westney Southbound @ Telford,43.880069,2249,2249,0,2,,-79.04483999999998,,,1
,,Anderson Northbound @ Dundas,43.884831,225,225,0,2,,-78.922613,,,1
,,Westney Southbound @ Rossland (North side stop),43.877313,2250,2250,0,2,,-79.043719,,,1
,,Westney Northbound @ Rossland,43.87696840000001,2252,2252,0,1,,-79.0432136,,,1
,,Westney Northbound @ Telford,43.879701,2253,2253,0,2,,-79.044516,,,1
,,Northbound @ 1331 Westney,43.881886,2254,2254,0,2,,-79.045439,,,1
,,Westney Northbound @ Curtis,43.88721000000001,2256,2256,0,2,,-79.047648,,,1
,,Northbound @ 1753 Westney,43.88983600000001,2257,2257,0,2,,-79.048786,,,1
,,Westney Southbound @ Rossland (South side stop),43.87519152,2258,2258,0,1,,-79.042872,,,1
,,Westney Southbound @ Coughlen,43.872596,2259,2259,0,2,,-79.041717,,,1
,,Anderson Northbound @ Crawforth,43.886903,226,226,0,2,,-78.923509,,,1
,,Westney Southbound @ Ivers,43.8698042,2260,2260,0,2,,-79.04054189999998,,,1
,,Westney Southbound @ Delaney,43.866866,2261,2261,0,1,,-79.039272,,,1
,,Southbound @ 350 Westney,43.86482,2262,2262,0,2,,-79.039095,,,1
,,Southbound @ 216 Westney,43.8632403,2263,2263,0,2,,-79.0398311,,,1
,,Westney Southbound @ Millington,43.860608,2264,2264,0,2,,-79.041014,,,1
,,Westney Southbound @ Bramwell,43.854027,2266,2266,0,2,,-79.041345,,,1
,,Westney Southbound @ Fairall,43.846828,2268,2268,0,2,,-79.03957,,,1
,,Westney Southbound @ O'Brien,43.8434567,2269,2269,0,2,,-79.03655988,,,1
,,Anderson Northbound @ Frederick,43.890994,227,227,0,2,,-78.925314,,,1
,,Westney Southbound @ Bayly,43.84046,2270,2270,0,2,,-79.035459,,,1
,,Westney Eastbound @ Harwood,43.83075500000001,2276,2276,0,2,,-79.016374,,,1
,,Westney Northbound @ Clements,43.831821,2277,2277,0,2,,-79.032781,,,1
,,Anderson Northbound @ Maplewood,43.892564,228,228,0,2,,-78.925967,,,1
,,Westney Northbound @ Bayly (North side stop),43.8412546,2280,2280,0,2,,-79.0353224,,,1
,,Westney Northbound @ O'Brien,43.843068,2281,2281,0,2,,-79.036025,,,1
,,Westney Northbound @ Ritchie,43.853799,2282,2282,0,2,,-79.041066,,,1
,,Westney Northbound @ Kingston,43.85724787,2283,2283,0,2,,-79.04155679,,,1
,,Westney Northbound @ Ravenscroft,43.861546,2285,2285,0,2,,-79.040329,,,1
,,Westney Northbound @ Magill,43.866181,2286,2286,0,1,,-79.038754,,,1
,,Westney Northbound @ Ivers,43.87030193,2287,2287,0,2,,-79.040561,,,1
,,Westney Northbound @ Sullivan,43.8737626,2288,2288,0,2,,-79.04188859999998,,,1
,,Liverpool Northbound @ Bayly,43.827964,2298,2298,0,2,,-79.086894,,,1
,,Bayly Eastbound @ Church,43.83746702,2299,2299,0,1,,-79.04730836,,,1
,,Bayly Eastbound @ Westney,43.840287,2300,2300,0,2,,-79.03458,,,1
,,Bayly Eastbound @ Finley,43.841093,2301,2301,0,2,,-79.030872,,,1
,,Bayly Eastbound @ Mackenzie,43.841851,2302,2302,0,2,,-79.02756599999998,,,1
,,Bayly Eastbound @ Monarch,43.8423437,2303,2303,0,2,,-79.025254,,,1
,,Bayly Eastbound @ Woodchester,43.842726,2304,2304,0,2,,-79.02351899999998,,,1
,,Bayly Eastbound @ Kitney,43.84332238201808,2305,2305,0,2,,-79.02102331,,,1
,,Bayly Eastbound @ Burcher,43.845278,2307,2307,0,2,,-79.012218,,,1
,,Bayly Eastbound @ Porte,43.846033,2308,2308,0,2,,-79.009096,,,1
,,Bayly Eastbound @ Pickering Beach,43.846502,2309,2309,0,1,,-79.006585,,,1
,,Bayly Eastbound @ Shoal Point,43.848164,2310,2310,0,2,,-78.99917499999998,,,1
,,Bayly Westbound @ Shoal Point,43.84862720000001,2311,2311,0,2,,-78.99802099999998,,,1
,,Bayly Westbound @ Boone,43.847892,2312,2312,0,2,,-79.00124,,,1
,,Bayly Westbound @ Salem,43.84699,2313,2313,0,1,,-79.00565,,,1
,,Bayly Westbound @ Porte,43.846159,2314,2314,0,2,,-79.009124,,,1
,,Bayly Westbound @ Burcher,43.845625,2315,2315,0,2,,-79.01148499999998,,,1
,,Bayly Westbound @ Harwood,43.844242,2316,2316,0,1,,-79.017732,,,1
,,Bayly Westbound @ Commercial,43.843703,2317,2317,0,2,,-79.020186,,,1
,,Bayly Westbound @ Woodchester,43.843281,2318,2318,0,2,,-79.021975,,,1
,,Bayly Westbound @ Monarch,43.842681,2319,2319,0,2,,-79.024703,,,1
,,Bayly Westbound @ Mackenzie,43.8419865,2320,2320,0,2,,-79.0278284,,,1
,,Bayly Westbound @ Finley,43.84141000000001,2321,2321,0,2,,-79.030484,,,1
,,Bayly Westbound @ Westney,43.840417,2322,2322,0,2,,-79.035039,,,1
,,Bayly Westbound @ Squires Beach,43.83537,2323,2323,0,2,,-79.05759999999998,,,1
,,Bayly Westbound @ Church,43.83755071,2324,2324,0,1,,-79.04777984,,,1
,,Hunt Westbound @ Mills,43.84675350879057,2326,2326,0,2,,-79.02333478682516,,,1
,,Fairall Westbound @ Dowty,43.848622,2328,2328,0,2,,-79.030842,,,1
,,Fairall Westbound @ McMaster,43.847858,2329,2329,0,2,,-79.034274,,,1
,,Fairall Westbound @ Westney,43.84696000000001,2330,2330,0,2,,-79.038432,,,1
,,Fairall Eastbound @ Westney (East side stop),43.8469093,2331,2331,0,2,,-79.0381401,,,1
,,Fairall Eastbound @ McMaster,43.847784,2332,2332,0,2,,-79.034135,,,1
,,Fairall Eastbound @ Dowty,43.8488203,2333,2333,0,2,,-79.0293951,,,1
,,Hunt Eastbound @ Harwood,43.84718321812876,2335,2335,0,2,,-79.0209055885104,,,1
,,Eastbound @ 87 Station,43.850729,2351,2351,0,2,,-79.024869,,,1
,,Station Eastbound @ Harwood,43.85141200000001,2352,2352,0,2,,-79.021846,,,1
,,Eastbound @ 43 Taunton,43.896029,2398,2398,0,2,,-79.038914,,,1
,,Taunton Eastbound @ Middlecote,43.896906,2399,2399,0,2,,-79.034803,,,1
,,Taunton Eastbound @ Salem,43.897731,2400,2400,0,1,,-79.0312632,,,1
,,Taunton Eastbound @ Gillett,43.8993868,2401,2401,0,2,,-79.0245374,,,1
,,Taunton Eastbound @ Warner,43.901133,2402,2402,0,1,,-79.017127,,,1
,,Taunton Eastbound @ Audley,43.902546,2403,2403,0,2,,-79.011461,,,1
,,Taunton Westbound @ Audley,43.90267,2404,2404,0,2,,-79.011878,,,1
,,Taunton Westbound @ Warner,43.9015153,2405,2405,0,1,,-79.01660699999998,,,1
,,Taunton Westbound @ Salem,43.8979268,2406,2406,0,1,,-79.0315523,,,1
,,Taunton Westbound @ Middlecote,43.8972765,2407,2407,0,2,,-79.0342846,,,1
,,Eastbound @ 6 Welwood,44.087782,2416,2416,0,2,,-79.1330801,,,1
,,Plaza Northbound @ Welwood,44.089648,2417,2417,0,2,,-79.131489,,,1
,,Toronto Northbound @ Douglas,44.09199000000001,2418,2418,0,2,,-79.132073,,,1
,,Toronto Northbound @ Elgin Park,44.097727,2419,2419,0,2,,-79.12808,,,1
,,Toronto Northbound @ Campbell,44.101583,2420,2420,0,2,,-79.125598,,,1
,,Toronto Northbound @ Poplar,44.106913,2421,2421,0,2,,-79.123332,,,1
,,Toronto Northbound @ Brock Street (North side stop),44.109303,2422,2422,0,2,,-79.122461,,,1
,,Toronto Street Southbound @ Brock Street,44.10911,2424,2424,0,2,,-79.122648,,,1
,,Toronto Southbound @ Peel,44.105762,2425,2425,0,2,,-79.124135,,,1
,,Toronto Southbound @ Mill,44.104382,2426,2426,0,2,,-79.124941,,,1
,,Toronto Southbound @ Campbell,44.102555,2427,2427,0,2,,-79.125703,,,1
,,Reach Eastbound @ East,44.104907,2428,2428,0,2,,-79.113612,,,1
,,Reach Eastbound @ Hamilton,44.104684,2429,2429,0,2,,-79.111752,,,1
,,Reach Eastbound @ Testa,44.104464,2430,2430,0,2,,-79.109229,,,1
,,Reach Northbound @ Coral Creek,44.104497,2431,2431,0,2,,-79.108006,,,1
,,Franklin Northbound @ Parkside,44.106913,2433,2433,0,2,,-79.115832,,,1
,,Franklin Northbound @ Brock Street,44.109968,2434,2434,0,2,,-79.117222,,,1
