station_id,external_id,name,physical_configuration,lat,lon,altitude,address,cross_street,post_code,capacity,is_charging_station,geofenced_capacity,rental_methods,is_virtual_station,groups,nearby_distance,_bluetooth_id,_ride_code_support,rental_uris,obcn,short_name,is_valet_station
150,eb16ed7f-df87-11ef-b9d3-0681a956ccf1,150 - Parque Quinta Camacho,ELECTRICBIKESTATION,4.6546408,-74.0596476,,Carrera 10a entre Calle 70 y Calle 70Bis,,1111,15,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,5c71,True,{},,,
154,eb16f8ea-df87-11ef-b9d3-0681a956ccf1,154 - KR 11 con CL 82,REGULAR,4.665339,-74.053126,,Carrera 11 entre las calles 81 y 82,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,3b61,True,{},,,
156,eb16fd41-df87-11ef-b9d3-0681a956ccf1,156 - CL 95 con KR 49A,REGULAR,4.684181,-74.061778,,Calle 95 entre Carrera 49A y Carrera 49,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,14dc,True,{},,,
159,eb17045c-df87-11ef-b9d3-0681a956ccf1,159 - CL 65 con KR 9,REGULAR,4.649992,-74.0605358,,Calle 65 entre Carrera 9 y Carrera 8,,1111,23,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,77d1,True,{},,,
160,eb17068c-df87-11ef-b9d3-0681a956ccf1,160 - CL 74 con AK 15,ELECTRICBIKESTATION,4.660844,-74.060226,,Calle 74 entre Carrera 15 y Carrera 13,,1111,11,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,03f5,True,{},,,
161,eb1708b9-df87-11ef-b9d3-0681a956ccf1,161 - Auto Norte con CL 79,REGULAR,4.6665425,-74.0603188,,Autopista Norte entre Calle 79 y Calle 78,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,7676,True,{},,,
163,eb170d03-df87-11ef-b9d3-0681a956ccf1,163 - KR 19B con CL 83,REGULAR,4.6700008,-74.0594022,,Carrera 19b entre Calle 83 y Calle 84,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,33,True,{},,,
165,eb17114a-df87-11ef-b9d3-0681a956ccf1,165 - CL 84 con KR 23,REGULAR,4.672378,-74.062087,,Calle 84 entre Carrera 22 y Carrera 24,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,e51b,True,{},,,
167,eb17158e-df87-11ef-b9d3-0681a956ccf1,167 - CL 71 con KR 16,REGULAR,4.6588447,-74.063807,,Calle 71 entre Carrera 16 y Carrera 17,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,089d,True,{},,,
170,eb171e15-df87-11ef-b9d3-0681a956ccf1,170 - CL 72 con KR 5,ELECTRICBIKESTATION,4.653318,-74.053379,,Calle 72 entre carrera 4 y carrera 5,,1111,15,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,b7e8,True,{},,,
171,eb172034-df87-11ef-b9d3-0681a956ccf1,171 - CL 93B con KR 15,REGULAR,4.67878,-74.05115,,Calle 93B entre Carrera 15 y Carrera 16,,1111,35,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,e2,True,{},,,
172,eb17228e-df87-11ef-b9d3-0681a956ccf1,172 - CL 37 con KR 8,REGULAR,4.6251293,-74.0667997,,Calle 37 entre Carrera 8 y Carrera 13,SAGRADO CORAZON,1111,27,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,49cb,True,{},,,
173,eb1724d1-df87-11ef-b9d3-0681a956ccf1,173 - CL 69 con KR 9,REGULAR,4.6532343,-74.0591002,,Calle 69 entre carrera 10 y carrera 9,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,da67,True,{},,,
174,eb1726f8-df87-11ef-b9d3-0681a956ccf1,174 - KR 7 con CL 70A,REGULAR,4.653482,-74.056251,,Av. Carrera 7 entre Calle 70A y Calle 70,QUINTA CAMACHO,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,26f5,True,{},,,
176,eb172b3f-df87-11ef-b9d3-0681a956ccf1,176 - KR 24 con CL 80,REGULAR,4.669656,-74.063153,,Av. Carrera 24 entre Calle 80 y Calle 82,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,21f1,True,{},,,
178,eb172f80-df87-11ef-b9d3-0681a956ccf1,178 - Av. NQS con CL 86A,REGULAR,4.6753721,-74.0643636,,Av. NQS entre Carrera 28 y Calle 86A,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,f4a2,True,{},,,
181,eb1735f1-df87-11ef-b9d3-0681a956ccf1,181 - Av. NQS con CL 80,REGULAR,4.6736378,-74.0669797,,Av. NQS entre Calle 79b y Calle 80,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,442a,True,{},,,
184,eb173c5a-df87-11ef-b9d3-0681a956ccf1,184 - KR 13A con CL 93,REGULAR,4.6762827,-74.0504258,,Carrera 13a entre Calle 93 y Calle 93a,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,4450,True,{},,,
185,eb173f4d-df87-11ef-b9d3-0681a956ccf1,185 - KR 27B con CL 74,REGULAR,4.6666107,-74.0680766,,Carrera 27 b entre Calle 74 y Calle 74A,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,a7a5,True,{},,,
186,eb17418e-df87-11ef-b9d3-0681a956ccf1,186 - AC 80 con KR 27,REGULAR,4.67006,-74.0646763,,Av. Calle 80 entre Carrera 27 y Carrera 27a,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,24cf,True,{},,,
188,eb1745d3-df87-11ef-b9d3-0681a956ccf1,188 - KR 45 con CL 105,REGULAR,4.692926,-74.055798,,Av. Carrera 45 entre Calle 105 y Calle 106,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,b3e0,True,{},,,
190,eb174a18-df87-11ef-b9d3-0681a956ccf1,190 - CL 76 con KR 13,ELECTRICBIKESTATION,4.662276,-74.058338,,Calle 76 entre Carrera 13 y Carrera 14,,1111,19,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,d2e8,True,{},,,
192,eb174f09-df87-11ef-b9d3-0681a956ccf1,192 - Parque La Castellana 2,REGULAR,4.6858951,-74.0609597,,Carrera 49 entre Calle 98 y Calle 97,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,0ba4,True,{},,,
193,eb175324-df87-11ef-b9d3-0681a956ccf1,193 - Parque La Castellana,REGULAR,4.682137,-74.060305,,Calle 94 entre Carrera 47 y Carrera 47A,,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,7506,True,{},,,
194,eb175558-df87-11ef-b9d3-0681a956ccf1,194 - Auto Norte con CL 100,ELECTRICBIKESTATION,4.685971,-74.057875,,Avenida Carrera 45 entre Calle 100 y Calle 97,,1111,31,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,d7f8,True,{},,,
195,eb17577c-df87-11ef-b9d3-0681a956ccf1,195 - Parque Chicó Norte,REGULAR,4.6843954,-74.0551491,,Carrera 21 entre Calle 96 y Calle 97,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,4eae,True,{},,,
196,eb1759a3-df87-11ef-b9d3-0681a956ccf1,196 - CL 98 con TV 17,REGULAR,4.6846376,-74.0504141,,Calle 98 entre Transversal 17 y Transversal 17A,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,a36f,True,{},,,
197,eb175bc0-df87-11ef-b9d3-0681a956ccf1,197 - TV 22 con CL 98,REGULAR,4.68607,-74.055442,,Transversal 22 entre Calle 98 y Avenida Calle 100,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,3793,True,{},,,
198,eb175de0-df87-11ef-b9d3-0681a956ccf1,198 - DG 92 con CL 94,REGULAR,4.68131,-74.055367,,Diagonal 92 entre Calle 93A y Calle 94,,1111,27,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,6776,True,{},,,
199,eb176000-df87-11ef-b9d3-0681a956ccf1,199 - Parque Chicó Reservado II,REGULAR,4.6814437,-74.0469372,,Carrera 12 entre Calle 97 y Calle 98,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,f2fc,True,{},,,
201,eb176444-df87-11ef-b9d3-0681a956ccf1,201 - CL 126A con KR 9,REGULAR,4.7024074,-74.0325839,,Calle 126A entre Carrera 7C y Carrera 9,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,9b3a,True,{},,,
202,eb176669-df87-11ef-b9d3-0681a956ccf1,202 - CL 126 con KR 7,REGULAR,4.7014192,-74.0291616,,Calle 126A entre Carrera 7 y Carrera 7A,,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,,True,{},KP220400078,KP220400078,
203,eb1768b5-df87-11ef-b9d3-0681a956ccf1,203 - CL 123 con KR 9,ELECTRICBIKESTATION,4.699284,-74.032709,,Calle 123 entre Carrera 7C y Carrera 9,,1111,11,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,6008,True,{},,,
205,eb176d05-df87-11ef-b9d3-0681a956ccf1,205 - KR 7 con CL 119,REGULAR,4.695901,-74.0322741,,Carrera 7 entre Calle 118 y Calle 119,,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,5b75,True,{},,,
207,eb177147-df87-11ef-b9d3-0681a956ccf1,207 - KR 7 con CL 118,REGULAR,4.694841,-74.0325,,Carrera 7 entre Calle 117 y Calle 118,,1111,22,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,ed5f,True,{},,,
208,eb177362-df87-11ef-b9d3-0681a956ccf1,208 - CL 116 BIS con KR 6,REGULAR,4.6932304,-74.031531,,Calle 116 Bis entre Carrera 6 y Carrera 6A,USAQUEN,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,8f55,True,{},,,
210,eb1777a0-df87-11ef-b9d3-0681a956ccf1,210 - KR 49A con CL 85A,ELECTRICBIKESTATION,4.675632,-74.065863,,Carrera 49A entre Calle 85A y Calle 86A,,1111,11,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,2261,True,{},,,
212,eb177be8-df87-11ef-b9d3-0681a956ccf1,212 - CL 106 con KR 7A,REGULAR,4.6862872,-74.0381428,,Calle 106 entre Carrera 7A y Carrera 8,,1111,19,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,7f48,True,{},,,
213,eb177e06-df87-11ef-b9d3-0681a956ccf1,213 - CL 106 con KR 11,ELECTRICBIKESTATION,4.687904,-74.040475,,Calle 106 entre Carrera 11 y Carrera 8B,,1111,19,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,91e7,True,{},,,
214,eb178023-df87-11ef-b9d3-0681a956ccf1,214 - CL 80 con KR 12,REGULAR,4.665188,-74.055023,,Calle 80 entre Carrera 12 y Carrera 12A,EL RETIRO,1111,23,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,68e4,True,{},,,
215,eb178243-df87-11ef-b9d3-0681a956ccf1,215 - Parque Chico Alto,REGULAR,4.6893726,-74.0442931,,Calle 105a Bis entre Carrera 13A y Carrera 14,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,8e76,True,{},,,
217,eb1786d8-df87-11ef-b9d3-0681a956ccf1,217 - KR 8A con CL 97A,REGULAR,4.6793824,-74.0413531,,Carrera 8A entre Calle 97A y Calle 98,,1111,27,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,66fe,True,{},,,
218,eb178937-df87-11ef-b9d3-0681a956ccf1,218 - Parque Chapinero Central,REGULAR,4.648333,-74.061315,,Calle 62 entre Carrera 9 y Carrera 9Bis,,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,22a9,True,{},,,
219,eb178b6a-df87-11ef-b9d3-0681a956ccf1,219 - Parque Santa Barbara City Hall,REGULAR,4.6910006,-74.0381229,,Calle 110 entre Carrera 9 y Carrera 11,MOLINOS NORTE,1111,19,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,d6cc,True,{},,,
221,eb17936d-df87-11ef-b9d3-0681a956ccf1,221 - KR 9 con CL 116,REGULAR,4.694347,-74.0347505,,Carrera 9 entre Calle 116 y Calle 117A,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,8a03,True,{},,,
222,eb1795b4-df87-11ef-b9d3-0681a956ccf1,222 - Parque Carrera 13A,REGULAR,4.6931719,-74.0409009,,Carrera 13 A entre Calle 111 y Calle 112,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,2716,True,{},,,
223,eb1797e4-df87-11ef-b9d3-0681a956ccf1,223 - Parque Santa Paula,REGULAR,4.6933963,-74.0426191,,Calle 111 entre Carrera 14 y Carrera 14B,,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,407b,True,{},,,
224,eb179a0b-df87-11ef-b9d3-0681a956ccf1,224 - KR 13A con CL 107A,REGULAR,4.690471,-74.042596,,Carrera 13A entre Calle 107A y Calle 108,,1111,23,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,8716,True,{},,,
228,eb17a29c-df87-11ef-b9d3-0681a956ccf1,228 - CL 120 con KR 9A,REGULAR,4.6978819,-74.0334598,,Calle 120 entre Carrera 9A y Carrera 9,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,0b81,True,{},,,
229,eb17a688-df87-11ef-b9d3-0681a956ccf1,229 - Santa Barbara Central,REGULAR,4.6994515,-74.034622,,Calle 121 entre Carrera 10A y Carrera 11,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,a032,True,{},,,
230,eb17a8ae-df87-11ef-b9d3-0681a956ccf1,230 - Parque Multicentro,REGULAR,4.7019339,-74.0363633,,Calle 124 entre Carrera 11B Bis y Carrera 11C,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,45d3,True,{},,,
231,eb17aacc-df87-11ef-b9d3-0681a956ccf1,231 - CL 126 con KR 11,REGULAR,4.70286,-74.0339,,Calle 126 entre Carrera 11 Bis y Carrera 11B Bis,,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,d193,True,{},,,
232,eb17ace9-df87-11ef-b9d3-0681a956ccf1,232 - AC 116 con KR 16,REGULAR,4.6971484,-74.0453909,,Av. Calle 116 entre Carrera 16 y Carrera 15B,,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,b81a,True,{},,,
233,eb17af09-df87-11ef-b9d3-0681a956ccf1,233 - Parque Santa Barbara Central,REGULAR,4.7006378,-74.0364843,,Calle 122 entre entre Carrera 11B y carrera 11C,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,8abb,True,{},,,
234,eb17b12c-df87-11ef-b9d3-0681a956ccf1,234 - KR 13 con CL 125A,REGULAR,4.702071,-74.039678,,Carrera 13 entre Calle 125A y Calle 123,,1111,22,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,a97c,True,{},,,
235,eb17b34c-df87-11ef-b9d3-0681a956ccf1,235 - KR 9 con CL 82,REGULAR,4.664758,-74.051135,,Carrera 9 entre Calle 82 y Calle 84A,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,cfbd,True,{},,,
237,eb17b7b8-df87-11ef-b9d3-0681a956ccf1,237 - Parque Santa Barbara 1,REGULAR,4.6978969,-74.0412342,,Carrera 14A entre Calle 118 y Calle 118A,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,6d3b,True,{},,,
238,eb17b9dc-df87-11ef-b9d3-0681a956ccf1,238 - CL 120 con KR 11D,REGULAR,4.699656,-74.038118,,Calle 120 entre Carrera 11D y Carrera 11B,,1111,7,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,e99a,True,{},,,
239,eb17bbf8-df87-11ef-b9d3-0681a956ccf1,239 - KR 13 con CL 116,REGULAR,4.6963743,-74.0398761,,Carrera 13 entre Calle 117 y Calle 116,,1111,7,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,7fc3,True,{},,,
240,eb17be19-df87-11ef-b9d3-0681a956ccf1,240 - KR 15 con CL 116,REGULAR,4.6969328,-74.0431429,,Carrera 15 entre Calle 118 y Calle 116,,1111,19,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,9fc7,True,{},,,
241,eb17c033-df87-11ef-b9d3-0681a956ccf1,241 - KR 15 con CL 127,ELECTRICBIKESTATION,4.703531,-74.042931,,Carrera 15 entre Calle 127 y Calle 124,,1111,15,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,9131,True,{},,,
242,eb17c251-df87-11ef-b9d3-0681a956ccf1,242 - KR 15 con CL 121,ELECTRICBIKESTATION,4.699645,-74.042895,,Carrera 15 entre Calle 119 y Calle 121,,1111,23,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,890e,True,{},,,
243,eb17c46b-df87-11ef-b9d3-0681a956ccf1,243 - CL 122 con KR 16,ELECTRICBIKESTATION,4.701074,-74.044622,,Calle 122 entre Carrera 16 y Carrera 15A,,1111,15,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,472a,True,{},,,
245,eb17c8aa-df87-11ef-b9d3-0681a956ccf1,245 - CL 122 con KR 18C,REGULAR,4.701588,-74.048503,,Calle 122 entre Carrera 18 y Carrera 18C,,1111,19,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,130b,True,{},,,
246,eb17cad0-df87-11ef-b9d3-0681a956ccf1,246 - KR 19 con CL 123,ELECTRICBIKESTATION,4.703866,-74.04922,,Carrera 19 entre Calle 123 y Calle 125,,1111,11,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,eedd,True,{},,,
247,eb17ccec-df87-11ef-b9d3-0681a956ccf1,247 - KR 20 con CL 127,ELECTRICBIKESTATION,4.705665,-74.050521,,Carrera 20 entre Av. Calle 127 y Calle 125 Bis,,1111,11,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,3390,True,{},,,
250,eb17d34a-df87-11ef-b9d3-0681a956ccf1,250 - KR 19 con CL 118,REGULAR,4.6993848,-74.0496633,,Carrera 19 entre Calle 116 y Calle 118,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,b77c,True,{},,,
253,eb17d9d6-df87-11ef-b9d3-0681a956ccf1,253 - CL 122 con KR 17A,REGULAR,4.7014317,-74.0465419,,Calle 122 entre Carrera 18 y Carrera 17A,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,0e93,True,{},,,
254,eb17dbff-df87-11ef-b9d3-0681a956ccf1,254 - KR 17A con CL 127,ELECTRICBIKESTATION,4.704193,-74.045908,,Carrera 17A entre Calle 127 y Calle 125,,1111,15,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,7bb3,True,{},,,
255,eb17de2e-df87-11ef-b9d3-0681a956ccf1,255 - KR 17A con CL 116,REGULAR,4.697889,-74.0468347,,Carrera 17A entre Calle 116 y Calle 119A,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,3479,True,{},,,
257,eb17e3d7-df87-11ef-b9d3-0681a956ccf1,257 - AK 19 con CL 109A,REGULAR,4.6960365,-74.0503805,,Carrera 19 entre Calle 112 y Calle 109A,,1111,7,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,21ae,True,{},,,
258,eb17e5f4-df87-11ef-b9d3-0681a956ccf1,258 - AC 116 con AK 19,REGULAR,4.698725,-74.049705,,Av. Calle 116 entre Av. Carrera 19 y Carrera 18,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,ca72,True,{},,,
260,eb17f4e5-df87-11ef-b9d3-0681a956ccf1,260 - CL 80 con KR 18,REGULAR,4.6672121,-74.0585797,,Calle 80 entre Carrera 18 y Carrera 19 ,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,67ec,True,{},,,
261,eb17fbf8-df87-11ef-b9d3-0681a956ccf1,261 - KR 14 con CL 96,REGULAR,4.681697,-74.048684,,Calle 97 entre Carrera 15 y Carrera 16,CHICO LAGO,1111,19,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,2ddf,True,{},,,
262,eb17fe55-df87-11ef-b9d3-0681a956ccf1,262 - CL 81 con KR 11,REGULAR,4.665489,-74.05425,,Calle 81 entre Carrera 13 y Carrera 11,SAN FELIPE,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,9140,True,{},,,
263,eb180087-df87-11ef-b9d3-0681a956ccf1,263 - AK 30 con CL 57A,REGULAR,4.6467647,-74.0783931,,Av. Carrera 30 entre calle 57 A y calle 57,,11010,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,1c13,True,{},,,
265,eb1804df-df87-11ef-b9d3-0681a956ccf1,265 - TV 28 con DG 53C,ELECTRICBIKESTATION,4.645479,-74.075891,,Transversal 28 entre Diagonal 53 C y Carrera 28,,1111,23,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,424a,True,{},,,
267,eb180929-df87-11ef-b9d3-0681a956ccf1,267 - TV 27 con CL 53B,ELECTRICBIKESTATION,4.644111,-74.075317,,Transversal 27 entre Calle 53B y Calle 53B Bis,,1111,23,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,a2d8,True,{},,,
270,eb1812f2-df87-11ef-b9d3-0681a956ccf1,270 - DG 59 con TV 24,REGULAR,4.646077,-74.0722825,,Diagonal 59 entre transversal 24 y transversal 23,,1111,19,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,a985,True,{},,,
271,eb181537-df87-11ef-b9d3-0681a956ccf1,271 - TV 24 con DG 53C,ELECTRICBIKESTATION,4.643608,-74.073466,,Transversal 24 entre Diagonal 53C y Diagonal 53D,,1111,15,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,0653,True,{},,,
272,eb18175b-df87-11ef-b9d3-0681a956ccf1,272 - CL 53B con KR 18,REGULAR,4.642546,-74.070359,,Calle 53B entre Carrera 18 y Carrera 19,,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,f239,True,{},,,
276,eb181ffe-df87-11ef-b9d3-0681a956ccf1,276 - CL 57 con KR 21,REGULAR,4.6451854,-74.0716823,,Calle 57 entre Carrera 21 y Carrera 23,,1111,14,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,0346,True,{},,,
277,eb18221a-df87-11ef-b9d3-0681a956ccf1,277 - KR 20 con CL 60,REGULAR,4.648324,-74.0695905,,Carrera 20 entre Calle 60 y Calle 61,SAN LUIS,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,2948,True,{},,,
278,eb182760-df87-11ef-b9d3-0681a956ccf1,278 - KR 23 con CL 114A,REGULAR,4.6983713,-74.0539714,,Carrera 23 entre calle 114a y calle 116,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,,True,{},,,
281,eb182dd7-df87-11ef-b9d3-0681a956ccf1,281 - CL 125 con KR 19A,ELECTRICBIKESTATION,4.704796,-74.050013,,Calle 125 entre Carrera 19A y Carrera 20,SANTA BARBARA OCCIDENTAL,1111,15,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,d198,True,{},,,
282,eb182ffb-df87-11ef-b9d3-0681a956ccf1,282 - Parque San Patricio,REGULAR,4.697406,-74.05505,,Av. Carrera 45 entre Calle 114 y Calle 111,,1111,22,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,44cb,True,{},,,
283,eb183224-df87-11ef-b9d3-0681a956ccf1,283 - KR 9 con CL 93A,REGULAR,4.6749718,-74.0444343,,Carrera 9 entre Calle 93a y Calle 93b,CHICÓ,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,f0ae,True,{},,,
284,eb183763-df87-11ef-b9d3-0681a956ccf1,284 - CL 106 con KR 21,ELECTRICBIKESTATION,4.693165,-74.053504,,Calle 106 entre Carrera 21 y Carrera 22,,1111,19,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,f42d,True,{},,,
285,eb183989-df87-11ef-b9d3-0681a956ccf1,285 - CL 106 con KR 19,ELECTRICBIKESTATION,4.692878,-74.051212,,Calle 106 entre Carrera 19 y Carrera 19A,,1111,11,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,f3f2,True,{},,,
286,eb183b9f-df87-11ef-b9d3-0681a956ccf1,286 - KR 19A con CL106A,REGULAR,4.6935583,-74.0515615,,Carrera 19A entre Calle 106A y Calle 106,,1111,11,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,e6e0,True,{},,,
287,eb183f98-df87-11ef-b9d3-0681a956ccf1,287 - Parque Calle 106 - 1,ELECTRICBIKESTATION,4.691367,-74.047992,,Calle 106 entre Carrera 16 y Carrera 17,,1111,23,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,a9dd,True,{},,,
288,eb18424b-df87-11ef-b9d3-0681a956ccf1,288 - Parque Calle 106 - 2,REGULAR,4.6906213,-74.0465754,,Calle 106 entre Carrera 15 y Carrera 15A,,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,574f,True,{},,,
289,eb184488-df87-11ef-b9d3-0681a956ccf1,289 - KR 15 con CL 109,REGULAR,4.6925274,-74.0449201,,Carrera 15 entre Calle 109 y Calle 108,,1111,23,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,6825,True,{},,,
290,eb184a0e-df87-11ef-b9d3-0681a956ccf1,290 - CL 109 con KR 16,ELECTRICBIKESTATION,4.6934,-74.0465,,Calle 109 entre Carrera 16 y Carrera 17,,1111,15,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,5924,True,{},,,
291,eb184c4d-df87-11ef-b9d3-0681a956ccf1,291 - Parque Los Molinos,REGULAR,4.6959133,-74.048004,,Calle 112 entre Carrera 18 y Carrera 18A,,1111,15,False,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,2fc3,True,{},,,
292,eb184e7b-df87-11ef-b9d3-0681a956ccf1,292 - Parque Navarra,ELECTRICBIKESTATION,4.690316,-74.049738,,Carrera 17A entre Calle 104 y Calle 105,,1111,15,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,3f5d,True,{},,,
293,eb18509b-df87-11ef-b9d3-0681a956ccf1,293 - KR 15 con CL 103,ELECTRICBIKESTATION,4.688112,-74.047448,,Carrera 15 entre Calle 103 y Calle 104,,1111,11,True,0,"['key', 'transitcard', 'creditcard', 'phone']",False,[],1000.0,f2be,True,{},,,
